flu_season,year_week,region,number_healthcare_workers,number_cases,population,incidence,cases_0-4,inc_0-4,cases_5-14,inc_5-14,cases_15-64,inc_15-64,cases_65+,inc_65+
2011-2012,2012-13,Calabria,14,55,18448,2.98,14,7.45,12,3.14,27,2.75,2,0.68
2011-2012,2012-13,Sicily,46,110,59608,1.85,12,7.39,16,4.51,64,1.53,18,1.42
2011-2012,2012-13,Sardinia,5,7,4492,1.56,5,6.86,2,1.2,0,0,0,0
2011-2012,2012-14,Piedmont,25,93,33646,2.76,13,10.9,12,4.68,54,2.47,14,1.74
2011-2012,2012-14,Aosta Valley,3,4,4619,0.87,0,0,0,0,4,1.25,0,0
2011-2012,2012-14,Lombardy,116,101,163602,0.62,25,1.99,17,0.79,48,0.51,11,0.32
2011-2012,2012-14,AP Bolzano,6,9,10415,0.86,0,0,0,0,9,1.17,0,0
2011-2012,2012-14,AP Trento,10,12,13531,0.89,8,8.89,3,1.42,1,0.12,0,0
2011-2012,2012-14,Veneto,58,13,75448,0.17,0,0,1,0.11,11,0.25,1,0.06
2011-2012,2012-14,Friuli-Venezia Giulia,11,4,15021,0.27,0,0,0,0,4,0.48,0,0
2011-2012,2012-14,Liguria,39,31,47146,0.66,9,3.03,5,1.01,16,0.59,1,0.08
2011-2012,2012-14,Emilia-Romagna,38,38,52363,0.73,3,1.23,10,1.72,17,0.53,8,0.65
2011-2012,2012-14,Tuscany,41,25,51090,0.49,0,0,2,0.34,19,0.63,4,0.33
2011-2012,2012-14,Umbria,8,8,9742,0.82,5,5.24,1,0.5,2,0.41,0,0
2011-2012,2012-14,Marche,5,20,6357,3.15,0,0,1,4.17,16,3.46,3,2.01
2011-2012,2012-14,Lazio,45,42,57320,0.73,10,2.17,8,0.96,20,0.59,4,0.37
2011-2012,2012-14,Abruzzo,14,22,12324,1.79,7,3.39,7,1.97,3,0.6,5,2.93
2011-2012,2012-14,Molise,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,2012-14,Campania,7,26,7742,3.36,7,7.44,15,6.71,4,1.16,0,0
2011-2012,2012-14,Apulia,82,29,104745,0.28,4,0.54,7,0.5,14,0.22,4,0.22
2011-2012,2012-14,Basilicata,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,2012-14,Calabria,11,40,13978,2.86,7,3.96,14,3.68,17,2.64,2,1.02
2011-2012,2012-14,Sicily,46,93,60150,1.55,14,11.08,13,4.3,58,1.35,8,0.62
2011-2012,2012-14,Sardinia,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,2012-15,Piedmont,25,83,32574,2.55,6,4.44,7,2.2,57,2.74,13,1.8
2011-2012,2012-15,Aosta Valley,4,6,5503,1.09,1,2.58,0,0,4,1.24,1,0.74
2011-2012,2012-15,Lombardy,131,72,186883,0.39,18,1.42,7,0.32,43,0.38,4,0.1
2011-2012,2012-15,AP Bolzano,7,4,12500,0.32,0,0,0,0,3,0.32,1,0.35
2011-2012,2012-15,AP Trento,9,15,11902,1.26,4,4.44,3,1.44,7,1.02,1,0.49
2011-2012,2012-15,Veneto,58,15,75448,0.2,4,0.84,0,0,10,0.23,1,0.06
2011-2012,2012-15,Friuli-Venezia Giulia,11,11,15059,0.73,0,0,0,0,9,1,2,0.54
2011-2012,2012-15,Liguria,32,28,38778,0.72,7,2.77,2,0.46,16,0.72,3,0.31
2011-2012,2012-15,Emilia-Romagna,35,29,45261,0.64,8,2.03,5,0.61,14,0.6,2,0.21
2011-2012,2012-15,Tuscany,40,26,50482,0.52,0,0,3,0.5,17,0.56,6,0.51
2011-2012,2012-15,Umbria,10,9,11915,0.76,7,5.6,1,0.41,1,0.17,0,0
2011-2012,2012-15,Marche,7,33,8370,3.94,0,0,3,3.31,27,5.01,3,1.78
2011-2012,2012-15,Lazio,51,37,65072,0.57,3,0.96,7,1.12,21,0.5,6,0.45
2011-2012,2012-15,Abruzzo,14,21,12766,1.64,5,2.42,7,1.94,9,1.75,0,0
2011-2012,2012-15,Molise,13,70,15297,4.58,14,8.64,19,6.28,33,4.19,4,1.45
2011-2012,2012-15,Campania,14,47,16281,2.89,4,3.4,21,6.91,21,2.15,1,0.43
2011-2012,2012-15,Apulia,87,33,111827,0.3,5,0.87,5,0.42,20,0.27,3,0.15
2011-2012,2012-15,Basilicata,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,2012-15,Calabria,14,56,18763,2.98,10,6.31,17,5.56,27,2.47,2,0.63
2011-2012,2012-15,Sicily,47,82,62112,1.32,0,0,2,0.66,71,1.59,9,0.67
2011-2012,2012-15,Sardinia,4,1,3890,0.26,0,0,0,0,1,0.71,0,0
2011-2012,2012-16,Piedmont,25,89,32176,2.77,8,5.95,12,3.97,55,2.69,14,1.89
2011-2012,2012-16,Aosta Valley,4,3,5503,0.55,0,0,0,0,3,0.93,0,0
2011-2012,2012-16,Lombardy,131,72,186883,0.39,18,1.42,7,0.32,43,0.38,4,0.1
2011-2012,2012-16,AP Bolzano,7,8,11243,0.71,1,4.88,2,1.77,5,0.66,0,0
2011-2012,2012-16,AP Trento,12,6,16025,0.37,3,2.7,1,0.35,2,0.22,0,0
2011-2012,2012-16,Veneto,75,21,97462,0.22,1,0.16,2,0.16,15,0.26,3,0.14
2011-2012,2012-16,Friuli-Venezia Giulia,11,11,15059,0.73,0,0,0,0,9,1,2,0.54
2011-2012,2012-16,Liguria,32,28,38778,0.72,7,2.77,2,0.46,16,0.72,3,0.31
2011-2012,2012-16,Emilia-Romagna,30,21,42115,0.5,5,3.3,4,0.93,12,0.47,0,0
2011-2012,2012-16,Tuscany,40,26,50482,0.52,0,0,3,0.5,17,0.56,6,0.51
2011-2012,2012-16,Umbria,10,9,11915,0.76,7,5.6,1,0.41,1,0.17,0,0
2011-2012,2012-16,Marche,4,5,5370,0.93,0,0,0,0,5,1.27,0,0
2011-2012,2012-16,Lazio,58,30,73556,0.41,6,1.31,6,0.7,18,0.39,0,0
2011-2012,2012-16,Abruzzo,14,21,12766,1.64,5,2.42,7,1.94,9,1.75,0,0
2011-2012,2012-16,Molise,11,17,12337,1.38,2,1.04,5,1.49,9,1.7,1,0.56
2011-2012,2012-16,Campania,55,106,68371,1.55,30,5.69,33,2.7,35,0.88,8,0.72
2011-2012,2012-16,Apulia,87,33,111827,0.3,5,0.87,5,0.42,20,0.27,3,0.15
2011-2012,2012-16,Basilicata,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,2012-16,Calabria,14,56,18763,2.98,10,6.31,17,5.56,27,2.47,2,0.63
2011-2012,2012-16,Sicily,47,82,62112,1.32,0,0,2,0.66,71,1.59,9,0.67
2011-2012,2012-16,Sardinia,3,0,2970,0,0,0,0,0,0,0,0,0
2011-2012,2012-17,Piedmont,25,25,33419,0.75,2,1.24,4,1.21,16,0.77,3,0.4
2011-2012,2012-17,Aosta Valley,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,2012-17,Lombardy,98,61,136404,0.45,20,2.01,16,0.91,24,0.3,1,0.03
2011-2012,2012-17,AP Bolzano,6,12,9853,1.22,4,19.51,5,4.46,2,0.31,1,0.5
2011-2012,2012-17,AP Trento,4,7,4571,1.53,4,6.87,2,1.54,1,0.48,0,0
2011-2012,2012-17,Veneto,70,5,90169,0.06,0,0,0,0,3,0.06,2,0.1
2011-2012,2012-17,Friuli-Venezia Giulia,8,0,11063,0,0,0,0,0,0,0,0,0
2011-2012,2012-17,Liguria,33,17,38681,0.44,4,1.58,4,0.9,9,0.4,0,0
2011-2012,2012-17,Emilia-Romagna,32,13,43682,0.3,4,2.39,4,0.96,3,0.11,2,0.19
2011-2012,2012-17,Tuscany,41,20,51463,0.39,0,0,0,0,12,0.39,8,0.65
2011-2012,2012-17,Umbria,6,0,7306,0,0,0,0,0,0,0,0,0
2011-2012,2012-17,Marche,4,7,4782,1.46,0,0,0,0,7,2.61,0,0
2011-2012,2012-17,Lazio,51,13,68283,0.19,0,0,3,0.51,7,0.15,3,0.21
2011-2012,2012-17,Abruzzo,11,1,9265,0.11,0,0,1,0.37,0,0,0,0
2011-2012,2012-17,Molise,13,20,15083,1.33,3,1.67,4,1.52,11,1.52,2,0.58
2011-2012,2012-17,Campania,36,56,44876,1.25,16,5.65,15,2.06,22,0.78,3,0.45
2011-2012,2012-17,Apulia,59,15,74350,0.2,3,0.63,1,0.1,9,0.19,2,0.15
2011-2012,2012-17,Basilicata,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,2012-17,Calabria,8,10,10221,0.98,0,0,0,0,9,1.73,1,0.6
2011-2012,2012-17,Sicily,37,31,48206,0.64,0,0,2,1.16,20,0.57,9,0.82
2011-2012,2012-17,Sardinia,1,0,1430,0,0,0,0,0,0,0,0,0
2012-2013,2012-44,Piedmont,30,79,39112,2.02,9,3.72,17,3.76,41,1.75,12,1.37
2012-2013,2012-44,Aosta Valley,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,2012-44,Lombardy,132,95,184625,0.51,29,1.82,8,0.29,53,1.32,5,0.13
2012-2013,2012-44,AP Bolzano,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,2012-44,AP Trento,12,13,16246,0.8,9,7.89,2,1,2,0.2,0,0
2012-2013,2012-44,Veneto,70,6,90354,0.07,0,0,0,0,5,0.1,1,0.05
2012-2013,2012-44,Friuli-Venezia Giulia,13,3,17908,0.17,0,0,0,0,1,0.21,2,0.45
2012-2013,2012-44,Liguria,40,28,45865,0.61,10,3.53,5,1.14,8,0.97,5,0.37
2012-2013,2012-44,Emilia-Romagna,19,13,27098,0.48,6,4.15,6,2.09,1,0.06,0,0
2012-2013,2012-44,Tuscany,46,40,58245,0.69,1,0.32,1,0.15,31,2.29,7,0.5
2012-2013,2012-44,Umbria,11,0,13098,0,0,0,0,0,0,0,0,0
2012-2013,2012-44,Marche,3,0,3192,0,0,0,0,0,0,0,0,0
2012-2013,2012-44,Lazio,66,48,85566,0.56,8,1.8,5,0.54,27,0.5,8,0.45
2012-2013,2012-44,Abruzzo,9,3,9996,0.3,0,0,0,0,2,0.9,1,0.47
2012-2013,2012-44,Molise,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,2012-44,Campania,6,12,7121,1.69,0,0,2,1.82,8,1.77,2,1.69
2012-2013,2012-44,Apulia,114,26,149133,0.17,5,0.75,0,0,16,0.46,5,0.17
2012-2013,2012-44,Basilicata,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,2012-44,Calabria,13,21,16402,1.28,9,4.48,2,0.47,10,3.31,0,0
2012-2013,2012-44,Sicily,52,40,67442,0.59,0,0,2,0.59,29,1.89,9,0.56
2012-2013,2012-44,Sardinia,7,2,7033,0.28,0,0,0,0,2,0.75,0,0
2012-2013,2012-45,Piedmont,29,62,37407,1.66,12,4.46,6,1.19,34,1.58,10,1.22
2012-2013,2012-45,Aosta Valley,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,2012-45,Lombardy,134,126,187947,0.67,28,1.76,14,0.51,80,2.26,4,0.1
2012-2013,2012-45,AP Bolzano,7,5,11578,0.43,0,0,1,0.84,4,0.52,0,0
2012-2013,2012-45,AP Trento,10,14,11964,1.17,9,5.36,3,0.97,2,0.37,0,0
2012-2013,2012-45,Veneto,60,24,78691,0.3,0,0,0,0,22,0.47,2,0.11
2012-2013,2012-45,Friuli-Venezia Giulia,16,4,22398,0.18,1,0.93,0,0,2,0.36,1,0.18
2012-2013,2012-45,Liguria,41,31,47709,0.65,7,2.93,6,1.5,12,1.17,6,0.43
2012-2013,2012-45,Emilia-Romagna,28,46,38369,1.2,20,7.62,16,2.97,10,0.47,0,0
2012-2013,2012-45,Tuscany,43,34,55357,0.61,0,0,1,0.18,28,2.55,5,0.36
2012-2013,2012-45,Umbria,10,4,11899,0.34,3,2.4,0,0,1,1.27,0,0
2012-2013,2012-45,Marche,5,10,5554,1.8,0,0,5,3.81,4,1.57,1,0.97
2012-2013,2012-45,Lazio,61,61,80330,0.76,4,1.17,3,0.4,42,0.8,12,0.7
2012-2013,2012-45,Abruzzo,13,1,14510,0.07,0,0,0,0,1,0.33,0,0
2012-2013,2012-45,Molise,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,2012-45,Campania,21,26,24640,1.06,0,0,6,1.45,14,0.97,6,1.66
2012-2013,2012-45,Apulia,112,32,144145,0.22,8,0.94,3,0.18,14,0.46,7,0.25
2012-2013,2012-45,Basilicata,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,2012-45,Calabria,12,24,15767,1.52,10,5.29,6,1.54,7,3.16,1,0.49
2012-2013,2012-45,Sicily,54,62,69773,0.89,0,0,1,0.23,45,3.04,16,0.99
2012-2013,2012-45,Sardinia,6,0,5446,0,0,0,0,0,0,0,0,0
2012-2013,2012-46,Piedmont,33,96,43389,2.21,16,6.32,16,3.44,53,2.02,11,1.1
2012-2013,2012-46,Aosta Valley,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,2012-46,Lombardy,140,132,195679,0.67,42,2.37,13,0.43,64,1.65,13,0.33
2012-2013,2012-46,AP Bolzano,6,8,9046,0.88,4,17.7,3,2.71,1,0.17,0,0
2012-2013,2012-46,AP Trento,12,20,15081,1.33,11,6.55,6,1.89,3,0.39,0,0
2012-2013,2012-46,Veneto,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,2012-46,Friuli-Venezia Giulia,15,6,20069,0.3,0,0,1,0.33,4,1.34,1,0.21
2012-2013,2012-46,Liguria,36,41,40918,1,15,6.38,7,1.88,11,1.41,8,0.7
2012-2013,2012-46,Emilia-Romagna,38,43,49170,0.87,15,3.24,11,1.18,17,0.67,0,0
2012-2013,2012-46,Tuscany,48,47,61243,0.77,0,0,4,0.64,37,2.63,6,0.39
2012-2013,2012-46,Umbria,11,7,13575,0.52,3,2.22,3,1.24,1,0.89,0,0
2012-2013,2012-46,Marche,5,7,5579,1.25,0,0,0,0,7,2.73,0,0
2012-2013,2012-46,Lazio,65,70,84664,0.83,1,0.27,4,0.49,57,1.04,8,0.45
2012-2013,2012-46,Abruzzo,14,6,14753,0.41,2,1.14,1,0.33,3,0.99,0,0
2012-2013,2012-46,Molise,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,2012-46,Campania,26,41,34094,1.2,4,1.59,4,0.93,30,1.38,3,0.54
2012-2013,2012-46,Apulia,111,31,144618,0.21,12,1.65,4,0.26,10,0.26,5,0.18
2012-2013,2012-46,Basilicata,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,2012-46,Calabria,12,37,15455,2.39,15,6.83,9,1.97,10,4.34,3,1.59
2012-2013,2012-46,Sicily,51,80,65479,1.22,3,1.68,2,0.5,63,4.37,12,0.79
2012-2013,2012-46,Sardinia,9,8,10091,0.79,1,0.76,1,0.47,4,0.84,2,1.07
2012-2013,2012-47,Piedmont,27,91,35649,2.55,22,12.31,22,6.28,39,1.78,8,0.94
2012-2013,2012-47,Aosta Valley,3,13,3860,3.37,4,10.34,4,7.55,3,1.39,2,2.53
2012-2013,2012-47,Lombardy,133,183,187568,0.98,46,3.04,22,0.82,106,2.71,9,0.24
2012-2013,2012-47,AP Bolzano,6,15,10250,1.46,6,26.67,5,4.66,3,0.44,1,0.45
2012-2013,2012-47,AP Trento,11,23,13827,1.66,11,8.26,8,3.2,4,0.54,0,0
2012-2013,2012-47,Veneto,60,32,78691,0.41,2,0.45,1,0.11,26,0.55,3,0.16
2012-2013,2012-47,Friuli-Venezia Giulia,11,5,14925,0.34,0,0,0,0,4,1.14,1,0.28
2012-2013,2012-47,Liguria,39,24,44924,0.53,4,1.9,3,0.74,15,2.12,2,0.16
2012-2013,2012-47,Emilia-Romagna,40,83,55256,1.5,26,7.86,19,2.68,32,1,6,0.47
2012-2013,2012-47,Tuscany,49,54,61933,0.87,2,0.65,2,0.32,41,3.22,9,0.59
2012-2013,2012-47,Umbria,10,10,12027,0.83,4,3.24,4,1.61,2,0.83,0,0
2012-2013,2012-47,Marche,11,9,15166,0.59,0,0,2,2.15,5,0.5,2,0.52
2012-2013,2012-47,Lazio,74,91,94233,0.97,8,1.4,9,0.78,68,1.17,6,0.32
2012-2013,2012-47,Abruzzo,12,6,12190,0.49,3,2.07,2,0.73,1,0.4,0,0
2012-2013,2012-47,Molise,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,2012-47,Campania,23,31,28187,1.1,3,0.92,11,2.13,14,0.88,3,0.77
2012-2013,2012-47,Apulia,102,37,129370,0.29,16,1.81,6,0.34,11,0.57,4,0.17
2012-2013,2012-47,Basilicata,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,2012-47,Calabria,8,17,10395,1.64,3,1.93,3,0.98,11,7.36,0,0
2012-2013,2012-47,Sicily,51,82,64307,1.28,7,4.45,3,0.7,57,3.47,15,1.01
2012-2013,2012-47,Sardinia,8,2,7592,0.26,0,0,0,0,2,0.88,0,0
2012-2013,2012-48,Piedmont,28,85,36591,2.32,5,3.34,5,1.68,62,2.65,13,1.49
2012-2013,2012-48,Aosta Valley,5,12,5871,2.04,4,6.18,5,5.17,3,0.99,0,0
2012-2013,2012-48,Lombardy,143,225,200168,1.12,53,3.09,42,1.42,114,3.07,16,0.41
2012-2013,2012-48,AP Bolzano,7,8,11118,0.72,2,8.85,4,3.57,2,0.27,0,0
2012-2013,2012-48,AP Trento,12,21,15409,1.36,16,12.02,3,1.18,2,0.23,0,0
2012-2013,2012-48,Veneto,67,50,85942,0.58,2,0.36,4,0.34,37,0.75,7,0.37
2012-2013,2012-48,Friuli-Venezia Giulia,13,16,17656,0.91,1,0.74,1,0.46,12,2.9,2,0.46
2012-2013,2012-48,Liguria,41,48,48680,0.99,11,5.22,4,0.98,28,2.74,5,0.36
2012-2013,2012-48,Emilia-Romagna,51,93,67822,1.37,28,5.27,22,2.07,37,0.98,6,0.42
2012-2013,2012-48,Tuscany,42,44,54233,0.81,7,3.14,5,0.89,29,2.25,3,0.23
2012-2013,2012-48,Umbria,11,13,13381,0.97,4,2.31,7,2.35,2,0.8,0,0
2012-2013,2012-48,Marche,12,21,13836,1.52,3,1.2,3,0.63,13,2.71,2,1.15
2012-2013,2012-48,Lazio,70,130,90207,1.44,14,2.68,10,0.97,99,1.76,7,0.38
2012-2013,2012-48,Abruzzo,13,8,13115,0.61,3,1.64,0,0,4,1.64,1,0.44
2012-2013,2012-48,Molise,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,2012-48,Campania,26,60,32867,1.83,7,2.44,22,4.37,29,1.42,2,0.44
2012-2013,2012-48,Apulia,120,42,153241,0.27,7,0.72,8,0.43,24,0.78,3,0.1
2012-2013,2012-48,Basilicata,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,2012-48,Calabria,13,41,17116,2.4,10,5.34,8,2.03,21,7.29,2,0.76
2012-2013,2012-48,Sicily,57,82,73505,1.12,2,1.26,2,0.44,65,3.62,13,0.78
2012-2013,2012-48,Sardinia,7,4,7672,0.52,0,0,0,0,4,1.15,0,0
2012-2013,2012-49,Piedmont,34,87,45390,1.92,13,4.91,10,1.97,57,2.1,7,0.67
2012-2013,2012-49,Aosta Valley,5,15,5989,2.5,3,4.64,5,5.07,6,1.93,1,0.8
2012-2013,2012-49,Lombardy,142,236,199864,1.18,67,4.46,32,1.19,126,3.5,11,0.27
2012-2013,2012-49,AP Bolzano,9,10,15191,0.66,2,3.41,3,1.27,5,0.54,0,0
2012-2013,2012-49,AP Trento,13,38,16676,2.28,20,11.91,11,3.45,5,0.57,2,0.67
2012-2013,2012-49,Veneto,69,60,89376,0.67,4,0.77,4,0.35,47,0.9,5,0.25
2012-2013,2012-49,Friuli-Venezia Giulia,15,22,20596,1.07,1,0.74,1,0.42,14,2.76,6,1.17
2012-2013,2012-49,Liguria,42,45,49997,0.9,11,4.32,8,1.78,22,2.09,4,0.28
2012-2013,2012-49,Emilia-Romagna,50,107,66350,1.61,36,6.96,13,1.29,49,1.33,9,0.63
2012-2013,2012-49,Tuscany,47,67,60795,1.1,14,5.1,14,2.2,34,3.05,5,0.33
2012-2013,2012-49,Umbria,10,9,12826,0.7,5,5.36,2,1.05,2,0.68,0,0
2012-2013,2012-49,Marche,8,25,9219,2.71,5,6.68,9,7.36,10,1.86,1,0.53
2012-2013,2012-49,Lazio,85,181,108924,1.66,31,5.36,23,1.91,116,1.69,11,0.49
2012-2013,2012-49,Abruzzo,13,3,14297,0.21,0,0,0,0,3,0.97,0,0
2012-2013,2012-49,Molise,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,2012-49,Campania,27,70,33146,2.11,15,3.91,29,4.42,23,1.26,3,0.67
2012-2013,2012-49,Apulia,112,50,144952,0.34,12,1.49,7,0.4,28,0.87,3,0.1
2012-2013,2012-49,Basilicata,3,3,4338,0.69,0,0,0,0,2,0.61,1,1.03
2012-2013,2012-49,Calabria,11,25,14389,1.74,9,4.86,6,1.6,8,3.42,2,0.98
2012-2013,2012-49,Sicily,58,87,76071,1.14,1,0.95,3,0.71,68,3.72,15,0.86
2012-2013,2012-49,Sardinia,10,5,10301,0.49,1,0.59,0,0,4,0.91,0,0
2012-2013,2012-50,Piedmont,33,181,43925,4.12,28,10.51,36,7.13,101,3.88,16,1.57
2012-2013,2012-50,Aosta Valley,6,30,8220,3.65,4,10.34,5,7.24,20,3.79,1,0.54
2012-2013,2012-50,Lombardy,140,363,195582,1.86,106,5.96,71,2.41,162,4.03,24,0.63
2012-2013,2012-50,AP Bolzano,8,18,13650,1.32,3,13.27,8,6.69,6,0.65,1,0.34
2012-2013,2012-50,AP Trento,11,26,13797,1.88,12,9.02,12,4.82,2,0.27,0,0
2012-2013,2012-50,Veneto,68,59,88376,0.67,1,0.19,2,0.18,52,1,4,0.2
2012-2013,2012-50,Friuli-Venezia Giulia,14,19,18838,1.01,4,4.12,0,0,9,1.83,6,1.2
2012-2013,2012-50,Liguria,41,77,48902,1.57,12,4.71,18,4,34,3.79,13,0.93
2012-2013,2012-50,Emilia-Romagna,51,130,64985,2,43,6.5,30,2.62,51,1.5,6,0.47
2012-2013,2012-50,Tuscany,47,82,59232,1.38,16,4.87,20,2.96,43,3.49,3,0.21
2012-2013,2012-50,Umbria,11,12,13237,0.91,6,4.87,6,2.44,0,0,0,0
2012-2013,2012-50,Marche,11,31,14027,2.21,4,3.94,7,3.32,20,2.53,0,0
2012-2013,2012-50,Lazio,80,188,103206,1.82,30,5.37,26,2.33,126,1.93,6,0.28
2012-2013,2012-50,Abruzzo,13,25,13831,1.81,3,1.99,3,1.07,18,7.57,1,0.37
2012-2013,2012-50,Molise,5,18,5022,3.58,10,7.26,8,3.8,0,0,0,0
2012-2013,2012-50,Campania,52,161,63509,2.54,37,4.88,49,3.61,65,1.96,10,1.09
2012-2013,2012-50,Apulia,107,60,137350,0.44,17,2.18,11,0.67,27,1.02,5,0.19
2012-2013,2012-50,Basilicata,1,1,1518,0.66,0,0,0,0,1,0.78,0,0
2012-2013,2012-50,Calabria,14,37,18834,1.96,16,8.55,7,1.77,13,3.81,1,0.32
2012-2013,2012-50,Sicily,51,112,67195,1.67,3,2.24,7,1.57,85,5.99,17,1.13
2012-2013,2012-50,Sardinia,8,13,8297,1.57,1,0.76,1,0.49,11,3.16,0,0
2012-2013,2012-51,Piedmont,32,210,42613,4.93,53,22.42,75,16.69,75,2.9,7,0.71
2012-2013,2012-51,Aosta Valley,5,34,5896,5.77,5,7.73,7,7.1,17,5.66,5,3.97
2012-2013,2012-51,Lombardy,114,364,162873,2.23,108,8.61,82,4.05,144,4.62,30,0.88
2012-2013,2012-51,AP Bolzano,8,18,13650,1.32,7,30.97,2,1.67,9,0.97,0,0
2012-2013,2012-51,AP Trento,12,46,15443,2.98,25,19.22,8,3.04,13,1.5,0,0
2012-2013,2012-51,Veneto,62,94,79919,1.18,20,3.78,20,1.79,46,1,8,0.46
2012-2013,2012-51,Friuli-Venezia Giulia,10,12,13451,0.89,1,1.03,2,1.36,7,2.26,2,0.58
2012-2013,2012-51,Liguria,40,72,48268,1.49,28,10.98,17,3.76,23,2.34,4,0.3
2012-2013,2012-51,Emilia-Romagna,45,165,62578,2.64,37,13.42,39,6.07,82,2.15,7,0.46
2012-2013,2012-51,Tuscany,39,103,49535,2.08,26,11.65,17,3.12,56,5.58,4,0.33
2012-2013,2012-51,Umbria,10,20,12446,1.61,7,5.68,10,4.03,2,1.33,1,0.39
2012-2013,2012-51,Marche,15,34,18869,1.8,3,2.32,0,0,29,2.66,2,0.51
2012-2013,2012-51,Lazio,76,279,98429,2.83,58,10.76,63,5.54,145,2.35,13,0.65
2012-2013,2012-51,Abruzzo,7,25,7097,3.52,6,6.95,4,2.65,10,9.6,5,3.71
2012-2013,2012-51,Molise,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,2012-51,Campania,9,66,10887,6.06,10,11.22,28,11.99,26,4.22,2,1.33
2012-2013,2012-51,Apulia,77,58,100745,0.58,16,3.14,6,0.54,27,1.3,9,0.46
2012-2013,2012-51,Basilicata,2,3,2654,1.13,0,0,0,0,3,1.58,0,0
2012-2013,2012-51,Calabria,5,14,6061,2.31,10,11.11,4,1.81,0,0,0,0
2012-2013,2012-51,Sicily,46,87,60454,1.44,0,0,2,0.52,71,5.11,14,1
2012-2013,2012-51,Sardinia,5,79,6153,12.84,19,31.51,11,11.42,44,12.61,5,4.55
2012-2013,2012-52,Piedmont,22,246,29909,8.22,25,16.66,62,23.49,141,7.75,18,2.38
2012-2013,2012-52,Aosta Valley,2,10,2884,3.47,0,0,1,8.85,7,3.43,2,2.75
2012-2013,2012-52,Lombardy,114,364,162873,2.23,108,8.61,82,4.05,144,4.62,30,0.88
2012-2013,2012-52,AP Bolzano,3,6,4481,1.34,2,5.54,2,1.62,2,0.93,0,0
2012-2013,2012-52,AP Trento,8,22,9968,2.21,12,12.59,3,1.56,6,1.11,1,0.6
2012-2013,2012-52,Veneto,43,32,54776,0.58,7,1.68,5,0.58,18,0.6,2,0.16
2012-2013,2012-52,Friuli-Venezia Giulia,10,12,13451,0.89,1,1.03,2,1.36,7,2.26,2,0.58
2012-2013,2012-52,Liguria,40,72,48268,1.49,28,10.98,17,3.76,23,2.34,4,0.3
2012-2013,2012-52,Emilia-Romagna,34,174,47178,3.69,45,13.46,51,8.75,69,2.57,9,0.81
2012-2013,2012-52,Tuscany,39,103,49535,2.08,26,11.65,17,3.12,56,5.58,4,0.33
2012-2013,2012-52,Umbria,10,20,12446,1.61,7,5.68,10,4.03,2,1.33,1,0.39
2012-2013,2012-52,Marche,10,29,12704,2.28,4,4.73,3,2.56,17,2.22,5,1.66
2012-2013,2012-52,Lazio,57,209,73094,2.86,42,10.09,38,4.52,114,2.52,15,0.98
2012-2013,2012-52,Abruzzo,7,25,7097,3.52,6,6.95,4,2.65,10,9.6,5,3.71
2012-2013,2012-52,Molise,1,2,1512,1.32,0,0,0,0,2,3.72,0,0
2012-2013,2012-52,Campania,26,144,31068,4.63,19,6.27,50,9,66,3.68,9,1.98
2012-2013,2012-52,Apulia,77,58,100745,0.58,16,3.14,6,0.54,27,1.3,9,0.46
2012-2013,2012-52,Basilicata,1,0,1503,0,0,0,0,0,0,0,0,0
2012-2013,2012-52,Calabria,5,14,6061,2.31,10,11.11,4,1.81,0,0,0,0
2012-2013,2012-52,Sicily,46,87,60454,1.44,0,0,2,0.52,71,5.11,14,1
2012-2013,2012-52,Sardinia,4,42,4292,9.79,25,41.46,8,9.01,8,4.08,1,1.19
2012-2013,2013-01,Piedmont,39,473,50969,9.28,71,22.48,71,12.27,294,9.83,37,3.05
2012-2013,2013-01,Aosta Valley,5,67,6746,9.93,12,31.01,12,17.96,33,8.07,10,6.24
2012-2013,2013-01,Lombardy,127,563,180064,3.13,118,8.78,91,3.72,299,7.65,55,1.53
